id,x,y,z,tonn,blockvalue,destination,CU%,process_profit,Profit
8501,30,25,10,16140,127780.6167,1,0.933,139885.6167,127780.6167
8502,30,26,10,16140,118379.6847,1,0.88,130484.6847,118379.6847
8503,31,10,10,16260,115508.2935,1,0.801,127703.2935,115508.2935
8504,31,11,10,16260,131121.7598,1,0.877,143316.7598,131121.7598
8505,31,12,10,16260,137564.9462,1,0.907,149759.9462,137564.9462
8506,31,13,10,16260,135985.4643,1,0.898,148180.4643,135985.4643
8507,31,14,10,16260,133403.3383,1,0.884,145598.3383,133403.3383
8508,31,15,10,16260,141993.7481,1,0.925,154188.7481,141993.7481
8509,31,16,10,16260,157318.7955,1,0.999,169513.7955,157318.7955
8510,31,17,10,16260,177948.5141,1,1.101,190143.5141,177948.5141
8511,31,18,10,16260,196720.9443,1,1.195,208915.9443,196720.9443
8512,31,19,10,16260,196295.1382,1,1.195,208490.1382,196295.1382
8513,31,20,10,16260,172095.8103,1,1.08,184290.8103,172095.8103
8514,31,21,10,16140,164831.6906,1,1.042,176936.6906,164831.6906
8515,31,22,10,16140,156366.3787,1,1.024,168471.3787,156366.3787
8516,31,23,10,16140,135857.8772,1,0.962,147962.8772,135857.8772
8517,31,24,10,16140,125934.0255,1,0.924,138039.0255,125934.0255
8518,31,25,10,16140,119950.5197,1,0.89,132055.5197,119950.5197
8519,31,26,10,16140,110575.1707,1,0.847,122680.1707,110575.1707
8520,32,10,10,16260,120950.3519,1,0.827,133145.3519,120950.3519
8521,32,11,10,16260,134846.9491,1,0.895,147041.9491,134846.9491
8522,32,12,10,16260,139000.9767,1,0.916,151195.9767,139000.9767
8523,32,13,10,16260,133270.4993,1,0.887,145465.4993,133270.4993
8524,32,14,10,16260,128539.6338,1,0.863,140734.6338,128539.6338
8525,32,15,10,16260,138418.0745,1,0.909,150613.0745,138418.0745
8526,32,16,10,16260,153883.5412,1,0.983,166078.5412,153883.5412
8527,32,17,10,16260,172219.5528,1,1.073,184414.5528,172219.5528
8528,32,18,10,16260,187260.7294,1,1.147,199455.7294,187260.7294
8529,32,19,10,16260,187549.1484,1,1.149,199744.1484,187549.1484
8530,32,20,10,16140,139689.8719,1,0.927,151794.8719,139689.8719
8531,32,21,10,16140,150627.0267,1,0.977,162732.0267,150627.0267
8532,32,22,10,16140,144565.838,1,0.966,156670.838,144565.838
8533,32,23,10,16140,125329.8422,1,0.908,137434.8422,125329.8422
8534,32,24,10,16140,118526.5921,1,0.883,130631.5921,118526.5921
8535,32,25,10,16140,115677.232,1,0.867,127782.232,115677.232
8536,32,26,10,15360,-11520,2,0,0,-11520
8537,33,10,10,16260,126966.2162,1,0.856,139161.2162,126966.2162
8538,33,11,10,16260,139145.9442,1,0.917,151340.9442,139145.9442
8539,33,12,10,16260,140438.5233,1,0.925,152633.5233,140438.5233
8540,33,13,10,16260,131417.7591,1,0.882,143612.7591,131417.7591
8541,33,14,10,16260,125829.2171,1,0.854,138024.2171,125829.2171
8542,33,15,10,16260,140293.5558,1,0.923,152488.5558,140293.5558
8543,33,16,10,16260,156190.8928,1,1,168385.8928,156190.8928
8544,33,17,10,16260,170510.264,1,1.068,182705.264,170510.264
8545,33,18,10,16260,180384.1565,1,1.113,192579.1565,180384.1565
8546,33,19,10,16140,102253.1856,1,0.779,114358.1856,102253.1856
8547,33,20,10,16140,109075.9991,1,0.812,121180.9991,109075.9991
8548,33,21,10,16140,113777.97,1,0.839,125882.97,113777.97
8549,33,22,10,16140,115785.0125,1,0.855,127890.0125,115785.0125
8550,33,23,10,16140,110146.4875,1,0.845,122251.4875,110146.4875
8551,33,24,10,16140,113417.0064,1,0.861,125522.0064,113417.0064
8552,33,25,10,16140,117248.067,1,0.877,129353.067,117248.067
8553,33,26,10,15360,-11520,2,0,0,-11520
8554,34,10,10,16260,133125.5318,1,0.886,145320.5318,133125.5318
8555,34,11,10,16260,144160.6805,1,0.942,156355.6805,144160.6805
8556,34,12,10,16260,142878.7139,1,0.938,155073.7139,142878.7139
8557,34,13,10,16260,131568.7909,1,0.885,143763.7909,131568.7909
8558,34,14,10,16260,124690.702,1,0.851,136885.702,124690.702
8559,34,15,10,16260,137577.0748,1,0.912,149772.0748,137577.0748
8560,34,16,10,16260,152325.2842,1,0.982,164520.2842,152325.2842
8561,34,17,10,16260,165208.6249,1,1.042,177403.6249,165208.6249
8562,34,18,10,16260,173077.2293,1,1.077,185272.2293,173077.2293
8563,34,19,10,16140,102521.4174,1,0.775,114626.4174,102521.4174
8564,34,20,10,16140,111484.637,1,0.821,123589.637,111484.637
8565,34,21,10,16140,117475.6671,1,0.857,129580.6671,117475.6671
8566,34,22,10,16140,121059.5642,1,0.886,133164.5642,121059.5642
8567,34,23,10,16140,118693.063,1,0.892,130798.063,118693.063
8568,34,24,10,16140,124817.4566,1,0.926,136922.4566,124817.4566
8569,34,25,10,15360,-11520,2,0,0,-11520
8570,34,26,10,15360,-11520,2,0,0,-11520
8571,35,10,10,16260,139284.8475,1,0.916,151479.8475,139284.8475
8572,35,11,10,16260,149033.4814,1,0.967,161228.4814,149033.4814
8573,35,12,10,16260,145891.1942,1,0.955,158086.1942,145891.1942
8574,35,13,10,16260,133294.7564,1,0.896,145489.7564,133294.7564
8575,35,14,10,16260,125700.9263,1,0.859,137895.9263,125700.9263
8576,35,15,10,16260,135863.2378,1,0.905,148058.2378,135863.2378
8577,35,16,10,16260,149318.8682,1,0.968,161513.8682,149318.8682
8578,35,17,10,16260,160767.6944,1,1.02,172962.6944,160767.6944
8579,35,18,10,16140,99806.92568,1,0.757,111911.9257,99806.92568
8580,35,19,10,16140,105358.7385,1,0.786,117463.7385,105358.7385
8581,35,20,10,16140,116886.5326,1,0.847,128991.5326,116886.5326
8582,35,21,10,16140,125022.4835,1,0.898,137127.4835,125022.4835
8583,35,22,10,16140,129616.6738,1,0.937,141721.6738,129616.6738
8584,35,23,10,16140,128822.5125,1,0.955,140927.5125,128822.5125
8585,35,24,10,16140,136231.4507,1,0.997,148336.4507,136231.4507
8586,35,25,10,15360,-11520,2,0,0,-11520
8587,35,26,10,15360,-11520,2,0,0,-11520
8588,36,10,10,16260,145587.6146,1,0.947,157782.6146,145587.6146
8589,36,11,10,16260,152903.6382,1,0.987,165098.6382,152903.6382
8590,36,12,10,16260,147040.3218,1,0.961,159235.3218,147040.3218
8591,36,13,10,16260,134590.3676,1,0.905,146785.3676,134590.3676
8592,36,14,10,16260,126708.1186,1,0.865,138903.1186,126708.1186
8593,36,15,10,16260,128982.1167,1,0.87,141177.1167,128982.1167
8594,36,16,10,16260,134694.4013,1,0.891,146889.4013,134694.4013
8595,36,17,10,16140,123924.9072,1,0.856,136029.9072,123924.9072
8596,36,18,10,16140,104765.0894,1,0.774,116870.0894,104765.0894
8597,36,19,10,16140,106917.5345,1,0.792,119022.5345,106917.5345
8598,36,20,10,16140,121296.1936,1,0.869,133401.1936,121296.1936
8599,36,21,10,16140,131013.5136,1,0.935,143118.5136,131013.5136
8600,36,22,10,16140,137616.2514,1,0.99,149721.2514,137616.2514
8601,36,23,10,16140,139106.3938,1,1.022,151211.3938,139106.3938
8602,36,24,10,15360,-11520,2,0,0,-11520
8603,36,25,10,15360,-11520,2,0,0,-11520
8604,36,26,10,15360,-11520,2,0,0,-11520
8605,36,27,10,15360,-11520,2,0,0,-11520
8606,37,10,10,16260,148738.9981,1,0.962,160933.9981,148738.9981
8607,37,11,10,16260,156915.7304,1,1.007,169110.7304,156915.7304
8608,37,12,10,16260,149907.8346,1,0.976,162102.8346,149907.8346
8609,37,13,10,16260,138034.7183,1,0.924,150229.7183,138034.7183
8610,37,14,10,16260,130582.8236,1,0.887,142777.8236,130582.8236
8611,37,15,10,16260,131277.3398,1,0.882,143472.3398,131277.3398
8612,37,16,10,16260,135842.0128,1,0.898,148037.0128,135842.0128
8613,37,17,10,16140,125203.4323,1,0.862,137308.4323,125203.4323
8614,37,18,10,16140,104333.3964,1,0.77,116438.3964,104333.3964
8615,37,19,10,16140,105352.719,1,0.784,117457.719,105352.719
8616,37,20,10,16140,121879.3086,1,0.878,133984.3086,121879.3086
8617,37,21,10,16140,134736.7937,1,0.963,146841.7937,134736.7937
8618,37,22,10,16140,144196.416,1,1.037,156301.416,144196.416
8619,37,23,10,16140,149250.8921,1,1.09,161355.8921,149250.8921
8620,37,24,10,15360,-11520,2,0,0,-11520
8621,37,25,10,15360,-11520,2,0,0,-11520
8622,37,26,10,15360,-11520,2,0,0,-11520
8623,37,27,10,15360,-11520,2,0,0,-11520
8624,38,10,10,16260,149886.6097,1,0.969,162081.6097,149886.6097
8625,38,11,10,16260,157922.9227,1,1.013,170117.9227,157922.9227
8626,38,12,10,16260,150770.0594,1,0.982,162965.0594,150770.0594
8627,38,13,10,16260,140618.3604,1,0.939,152813.3604,140618.3604
8628,38,14,10,16260,133595.3039,1,0.903,145790.3039,133595.3039
8629,38,15,10,16260,133571.0468,1,0.894,145766.0468,133571.0468
8630,38,16,10,16140,148512.2036,1,0.973,160617.2036,148512.2036
8631,38,17,10,16140,126921.1747,1,0.875,139026.1747,126921.1747
8632,38,18,10,16140,101649.0023,1,0.763,113754.0023,101649.0023
8633,38,19,10,16140,101247.407,1,0.771,113352.407,101247.407
8634,38,20,10,16140,123319.7899,1,0.891,135424.7899,123319.7899
8635,38,21,10,16140,138460.0738,1,0.991,150565.0738,138460.0738
8636,38,22,10,16140,149776.8216,1,1.077,161881.8216,149776.8216
8637,38,23,10,15360,-11520,2,0,0,-11520
8638,38,24,10,15360,-11520,2,0,0,-11520
8639,38,25,10,15360,-11520,2,0,0,-11520
8640,38,26,10,15360,-11520,2,0,0,-11520
8641,38,27,10,15360,-11520,2,0,0,-11520
8642,38,28,10,15360,-11520,2,0,0,-11520
8643,39,10,10,16260,149889.6418,1,0.97,162084.6418,149889.6418
8644,39,11,10,16260,156781.3754,1,1.009,168976.3754,156781.3754
8645,39,12,10,16260,150629.6401,1,0.982,162824.6401,150629.6401
8646,39,13,10,16260,142336.7456,1,0.947,154531.7456,142336.7456
8647,39,14,10,16260,136601.72,1,0.917,148796.72,136601.72
8648,39,15,10,16260,135719.7863,1,0.905,147914.7863,135719.7863
8649,39,16,10,16140,155063.7755,1,1.009,167168.7755,155063.7755
8650,39,17,10,16140,131916.9604,1,0.906,144021.9604,131916.9604
8651,39,18,10,16140,106932.5833,1,0.798,119037.5833,106932.5833
8652,39,19,10,16140,106811.2588,1,0.805,118916.2588,106811.2588
8653,39,20,10,16140,125046.5616,1,0.907,137151.5616,125046.5616
8654,39,21,10,16140,138194.8518,1,0.996,150299.8518,138194.8518
8655,39,22,10,16140,147660.4936,1,1.072,159765.4936,147660.4936
8656,39,23,10,15360,-11520,2,0,0,-11520
8657,39,24,10,15360,-11520,2,0,0,-11520
8658,39,25,10,15360,-11520,2,0,0,-11520
8659,39,26,10,15360,-11520,2,0,0,-11520
8660,39,27,10,15360,-11520,2,0,0,-11520
8661,39,28,10,15360,-11520,2,0,0,-11520
8662,39,29,10,15360,-11520,2,0,0,-11520
8663,40,10,10,16260,148032.3534,1,0.962,160227.3534,148032.3534
8664,40,11,10,16260,153491.0886,1,0.995,165686.0886,153491.0886
8665,40,12,10,16260,149199.6738,1,0.976,161394.6738,149199.6738
8666,40,13,10,16260,143336.3575,1,0.951,155531.3575,143336.3575
8667,40,14,10,16260,138459.0084,1,0.924,150654.0084,138459.0084
8668,40,15,10,16140,188172.0644,1,1.165,200277.0644,188172.0644
8669,40,16,10,16140,163611.8558,1,1.058,175716.8558,163611.8558
8670,40,17,10,16140,138483.5811,1,0.948,150588.5811,138483.5811
8671,40,18,10,16140,111946.4275,1,0.836,124051.4275,111946.4275
8672,40,19,10,16140,111538.8127,1,0.841,123643.8127,111538.8127
8673,40,20,10,16140,128194.2511,1,0.93,140299.2511,128194.2511
8674,40,21,10,16140,138773.4521,1,1.003,150878.4521,138773.4521
8675,40,22,10,15360,-11520,2,0,0,-11520
8676,40,23,10,15360,-11520,2,0,0,-11520
8677,40,24,10,15360,-11520,2,0,0,-11520
8678,40,25,10,15360,-11520,2,0,0,-11520
8679,40,26,10,15360,-11520,2,0,0,-11520
8680,40,27,10,15360,-11520,2,0,0,-11520
8681,40,28,10,15360,-11520,2,0,0,-11520
8682,40,29,10,15360,-11520,2,0,0,-11520
8683,40,30,10,15360,-11520,2,0,0,-11520
8684,41,10,10,16260,150190.1893,1,0.976,162385.1893,150190.1893
8685,41,11,10,16260,149773.4796,1,0.979,161968.4796,149773.4796
8686,41,12,10,16260,147914.6751,1,0.971,160109.6751,147914.6751
8687,41,13,10,16260,144622.8723,1,0.956,156817.8723,144622.8723
8688,41,14,10,16260,141183.0698,1,0.938,153378.0698,141183.0698
8689,41,15,10,16140,197153.3425,1,1.218,209258.3425,197153.3425
8690,41,16,10,16140,171172.2161,1,1.104,183277.2161,171172.2161
8691,41,17,10,16140,144486.6502,1,0.989,156591.6502,144486.6502
8692,41,18,10,16140,113842.6798,1,0.863,125947.6798,113842.6798
8693,41,19,10,16140,113147.2697,1,0.865,125252.2697,113147.2697
8694,41,20,10,16140,131484.3334,1,0.953,143589.3334,131484.3334
8695,41,21,10,16140,142749.9152,1,1.021,154854.9152,142749.9152
8696,41,22,10,15360,-11520,2,0,0,-11520
8697,41,23,10,15360,-11520,2,0,0,-11520
8698,41,24,10,15360,-11520,2,0,0,-11520
8699,41,25,10,15360,-11520,2,0,0,-11520
8700,41,26,10,15360,-11520,2,0,0,-11520
8701,41,27,10,15360,-11520,2,0,0,-11520
8702,41,28,10,15360,-11520,2,0,0,-11520
8703,41,29,10,15360,-11520,2,0,0,-11520
8704,41,30,10,15360,-11520,2,0,0,-11520
8705,42,10,10,16260,148618.2877,1,0.97,160813.2877,148618.2877
8706,42,11,10,16260,146483.1928,1,0.964,158678.1928,146483.1928
8707,42,12,10,16260,146626.6443,1,0.965,158821.6443,146626.6443
8708,42,13,10,16260,144619.8401,1,0.955,156814.8401,144619.8401
8709,42,14,10,16260,141607.3598,1,0.939,153802.3598,141607.3598
8710,42,15,10,16140,204433.4319,1,1.264,216538.4319,204433.4319
8711,42,16,10,16140,175896.7602,1,1.139,188001.7602,175896.7602
8712,42,17,10,16140,147794.7911,1,1.019,159899.7911,147794.7911
8713,42,18,10,16140,115313.2587,1,0.887,127418.2587,115313.2587
8714,42,19,10,16140,113193.921,1,0.882,125298.921,113193.921
8715,42,20,10,16140,132362.7681,1,0.967,144467.7681,132362.7681
8716,42,21,10,15360,-11520,2,0,0,-11520
8717,42,22,10,15360,-11520,2,0,0,-11520
8718,42,23,10,15360,-11520,2,0,0,-11520
8719,42,24,10,15360,-11520,2,0,0,-11520
8720,42,25,10,15360,-11520,2,0,0,-11520
8721,42,26,10,15360,-11520,2,0,0,-11520
8722,42,27,10,15360,-11520,2,0,0,-11520
8723,42,28,10,15360,-11520,2,0,0,-11520
8724,42,29,10,15360,-11520,2,0,0,-11520
8725,42,30,10,15360,-11520,2,0,0,-11520
8726,42,31,10,15360,-11520,2,0,0,-11520
8727,43,10,10,16260,147905.5787,1,0.968,160100.5787,147905.5787
8728,43,11,10,16260,144911.2912,1,0.958,157106.2912,144911.2912
8729,43,12,10,16260,146197.806,1,0.963,158392.806,146197.806
8730,43,13,10,16260,144474.8726,1,0.954,156669.8726,144474.8726
8731,43,14,10,16140,242646.7919,1,1.439,254751.7919,242646.7919
8732,43,15,10,16140,204604.4174,1,1.275,216709.4174,204604.4174
8733,43,16,10,16140,176066.2408,1,1.149,188171.2408,176066.2408
8734,43,17,10,16140,148676.2355,1,1.033,160781.2355,148676.2355
8735,43,18,10,16140,117624.6503,1,0.912,129729.6503,117624.6503
8736,43,19,10,16140,114367.6753,1,0.901,126472.6753,114367.6753
8737,43,20,10,15360,-11520,2,0,0,-11520
8738,43,21,10,15360,-11520,2,0,0,-11520
8739,43,22,10,15360,-11520,2,0,0,-11520
8740,43,23,10,15360,-11520,2,0,0,-11520
8741,43,24,10,15360,-11520,2,0,0,-11520
8742,43,25,10,15360,-11520,2,0,0,-11520
8743,43,26,10,15360,-11520,2,0,0,-11520
8744,43,27,10,15360,-11520,2,0,0,-11520
8745,43,28,10,15360,-11520,2,0,0,-11520
8746,43,29,10,15360,-11520,2,0,0,-11520
8747,43,30,10,15360,-11520,2,0,0,-11520
8748,43,31,10,15360,-11520,2,0,0,-11520
8749,43,32,10,16380,-12285,2,0,0,-12285
8750,44,10,10,16260,149195.1256,1,0.974,161390.1256,149195.1256
8751,44,11,10,16260,145486.6131,1,0.962,157681.6131,145486.6131
8752,44,12,10,16260,146486.225,1,0.966,158681.225,146486.225
8753,44,13,10,16260,143759.1315,1,0.95,155954.1315,143759.1315
8754,44,14,10,16140,223473.4301,1,1.353,235578.4301,223473.4301
8755,44,15,10,16140,193956.5628,1,1.228,206061.5628,193956.5628
8756,44,16,10,16140,169114.5784,1,1.121,181219.5784,169114.5784
8757,44,17,10,16140,144136.2208,1,1.015,156241.2208,144136.2208
8758,44,18,10,16140,117753.4991,1,0.908,129858.4991,117753.4991
8759,44,19,10,15360,-11520,2,0,0,-11520
8760,44,20,10,15360,-11520,2,0,0,-11520
8761,44,21,10,15360,-11520,2,0,0,-11520
8762,44,22,10,15360,-11520,2,0,0,-11520
8763,44,23,10,15360,-11520,2,0,0,-11520
8764,44,24,10,15360,-11520,2,0,0,-11520
8765,44,25,10,15360,-11520,2,0,0,-11520
8766,44,26,10,15360,-11520,2,0,0,-11520
8767,44,27,10,15360,-11520,2,0,0,-11520
8768,44,28,10,15360,-11520,2,0,0,-11520
8769,44,29,10,15360,-11520,2,0,0,-11520
8770,44,30,10,15360,-11520,2,0,0,-11520
8771,44,31,10,15360,-11520,2,0,0,-11520
8772,44,32,10,16380,-12285,2,0,0,-12285
8773,45,10,10,16260,151917.6709,1,0.988,164112.6709,151917.6709
8774,45,11,10,16260,148351.0937,1,0.976,160546.0937,148351.0937
8775,45,12,10,16260,147490.3851,1,0.971,159685.3851,147490.3851
8776,45,13,10,16260,142758.0035,1,0.946,154953.0035,142758.0035
8777,45,14,10,16140,199616.1561,1,1.246,211721.1561,199616.1561
8778,45,15,10,16140,180030.6649,1,1.163,192135.6649,180030.6649
8779,45,16,10,16140,160726.9494,1,1.08,172831.9494,160726.9494
8780,45,17,10,16140,139441.7744,1,0.991,151546.7744,139441.7744
8781,45,18,10,16140,118871.5729,1,0.906,130976.5729,118871.5729
8782,45,19,10,15360,-11520,2,0,0,-11520
8783,45,20,10,15360,-11520,2,0,0,-11520
8784,45,21,10,15360,-11520,2,0,0,-11520
8785,45,22,10,15360,-11520,2,0,0,-11520
8786,45,23,10,15360,-11520,2,0,0,-11520
8787,45,24,10,15360,-11520,2,0,0,-11520
8788,45,25,10,15360,-11520,2,0,0,-11520
8789,45,26,10,15360,-11520,2,0,0,-11520
8790,45,27,10,15360,-11520,2,0,0,-11520
8791,45,28,10,15360,-11520,2,0,0,-11520
8792,45,29,10,15360,-11520,2,0,0,-11520
8793,45,30,10,15360,-11520,2,0,0,-11520
8794,45,31,10,16380,-12285,2,0,0,-12285
8795,45,32,10,16380,-12285,2,0,0,-12285
8796,45,33,10,16380,-12285,2,0,0,-12285
8797,46,10,10,16380,-12285,2,0.016,0,-12285
8798,46,11,10,16260,150930.1876,1,0.988,163125.1876,150930.1876
8799,46,12,10,16260,145338.6134,1,0.959,157533.6134,145338.6134
8800,46,13,10,16140,200020.7612,1,1.24,212125.7612,200020.7612
8801,46,14,10,16140,177323.6975,1,1.148,189428.6975,177323.6975
8802,46,15,10,16140,165397.3178,1,1.095,177502.3178,165397.3178
8803,46,16,10,16140,151201.6832,1,1.034,163306.6832,151201.6832
8804,46,17,10,16140,135448.7575,1,0.967,147553.7575,135448.7575
8805,46,18,10,15360,-11520,2,0,0,-11520
8806,46,19,10,15360,-11520,2,0,0,-11520
8807,46,20,10,15360,-11520,2,0,0,-11520
8808,46,21,10,15360,-11520,2,0,0,-11520
8809,46,22,10,15360,-11520,2,0,0,-11520
8810,46,23,10,15360,-11520,2,0,0,-11520
8811,46,24,10,15360,-11520,2,0,0,-11520
8812,46,25,10,15360,-11520,2,0,0,-11520
8813,46,26,10,15360,-11520,2,0,0,-11520
8814,46,27,10,15360,-11520,2,0,0,-11520
8815,46,28,10,15360,-11520,2,0,0,-11520
8816,46,29,10,15360,-11520,2,0,0,-11520
8817,46,30,10,15360,-11520,2,0,0,-11520
8818,46,31,10,16380,-12285,2,0,0,-12285
8819,46,32,10,16380,-12285,2,0,0,-12285
8820,46,33,10,16380,-12285,2,0,0,-12285
8821,47,10,10,16380,-12285,2,0.016,0,-12285
8822,47,11,10,16260,153510.7975,1,1.002,165705.7975,153510.7975
8823,47,12,10,16260,147345.4175,1,0.97,159540.4175,147345.4175
8824,47,13,10,16140,179718.7915,1,1.151,191823.7915,179718.7915
8825,47,14,10,16140,156879.3351,1,1.058,168984.3351,156879.3351
8826,47,15,10,16140,151332.0369,1,1.03,163437.0369,151332.0369
8827,47,16,10,16140,141818.8098,1,0.988,153923.8098,141818.8098
8828,47,17,10,15360,-11520,2,0,0,-11520
8829,47,18,10,15360,-11520,2,0,0,-11520
8830,47,19,10,15360,-11520,2,0,0,-11520
8831,47,20,10,15360,-11520,2,0,0,-11520
8832,47,21,10,15360,-11520,2,0,0,-11520
8833,47,22,10,15360,-11520,2,0,0,-11520
8834,47,23,10,15360,-11520,2,0,0,-11520
8835,47,24,10,15360,-11520,2,0,0,-11520
8836,47,25,10,15360,-11520,2,0,0,-11520
8837,47,26,10,15360,-11520,2,0,0,-11520
8838,47,27,10,15360,-11520,2,0,0,-11520
8839,47,28,10,15360,-11520,2,0,0,-11520
8840,47,29,10,15360,-11520,2,0,0,-11520
8841,47,30,10,15360,-11520,2,0,0,-11520
8842,47,31,10,16380,-12285,2,0,0,-12285
8843,47,32,10,16380,-12285,2,0,0,-12285
8844,47,33,10,16380,-12285,2,0,0,-12285
8845,48,10,10,16380,-12285,2,0.016,0,-12285
8846,48,11,10,16260,155088.7634,1,1.01,167283.7634,155088.7634
8847,48,12,10,16140,213570.0758,1,1.271,225675.0758,213570.0758
8848,48,13,10,16140,163249.3874,1,1.079,175354.3874,163249.3874
8849,48,14,10,16140,140691.7067,1,0.986,152796.7067,140691.7067
8850,48,15,10,16140,138828.5618,1,0.972,150933.5618,138828.5618
8851,48,16,10,15360,-11520,2,0,0,-11520
8852,48,17,10,15360,-11520,2,0,0,-11520
8853,48,18,10,15360,-11520,2,0,0,-11520
8854,48,19,10,15360,-11520,2,0,0,-11520
8855,48,20,10,15360,-11520,2,0,0,-11520
8856,48,21,10,15360,-11520,2,0,0,-11520
8857,48,22,10,15360,-11520,2,0,0,-11520
8858,48,23,10,15360,-11520,2,0,0,-11520
8859,48,24,10,15360,-11520,2,0,0,-11520
8860,48,25,10,15360,-11520,2,0,0,-11520
8861,48,26,10,15360,-11520,2,0,0,-11520
8862,48,27,10,15360,-11520,2,0,0,-11520
8863,48,28,10,15360,-11520,2,0,0,-11520
8864,48,29,10,15360,-11520,2,0,0,-11520
8865,48,30,10,15360,-11520,2,0,0,-11520
8866,48,31,10,16380,-12285,2,0,0,-12285
8867,48,32,10,16380,-12285,2,0,0,-12285
8868,48,33,10,16380,-12285,2,0,0,-12285
8869,49,10,10,16380,-12285,2,0.016,0,-12285
8870,49,11,10,16260,157521.3736,1,1.021,169716.3736,157521.3736
8871,49,12,10,16140,199648.6926,1,1.207,211753.6926,199648.6926
8872,49,13,10,16140,150747.4171,1,1.021,162852.4171,150747.4171
8873,49,14,10,16140,129184.9809,1,0.933,141289.9809,129184.9809
8874,49,15,10,16140,131016.5234,1,0.936,143121.5234,131016.5234
8875,49,16,10,15360,-11520,2,0,0,-11520
8876,49,17,10,15360,-11520,2,0,0,-11520
8877,49,18,10,15360,-11520,2,0,0,-11520
8878,49,19,10,15360,-11520,2,0,0,-11520
8879,49,20,10,15360,-11520,2,0,0,-11520
8880,49,21,10,15360,-11520,2,0,0,-11520
8881,49,22,10,15360,-11520,2,0,0,-11520
8882,49,23,10,15360,-11520,2,0,0,-11520
8883,49,24,10,15360,-11520,2,0,0,-11520
8884,49,25,10,15360,-11520,2,0,0,-11520
8885,49,26,10,15360,-11520,2,0,0,-11520
8886,49,27,10,15360,-11520,2,0,0,-11520
8887,49,28,10,15360,-11520,2,0,0,-11520
8888,49,29,10,15360,-11520,2,0,0,-11520
8889,49,30,10,15360,-11520,2,0,0,-11520
8890,49,31,10,16380,-12285,2,0,0,-12285
8891,49,32,10,16380,-12285,2,0,0,-12285
8892,49,33,10,16380,-12285,2,0,0,-12285
8893,49,34,10,16380,-12285,2,0,0,-12285
8894,50,10,10,16380,-12285,2,0.017,0,-12285
8895,50,11,10,16140,224424.4622,1,1.29,236529.4622,224424.4622
8896,50,12,10,16140,188563.1255,1,1.154,200668.1255,188563.1255
8897,50,13,10,16140,145191.0896,1,0.99,157296.0896,145191.0896
8898,50,14,10,16140,122360.6625,1,0.9,134465.6625,122360.6625
8899,50,15,10,15360,-11520,2,0,0,-11520
8900,50,16,10,15360,-11520,2,0,0,-11520
8901,50,17,10,15360,-11520,2,0,0,-11520
8902,50,18,10,15360,-11520,2,0,0,-11520
8903,50,19,10,15360,-11520,2,0,0,-11520
8904,50,20,10,15360,-11520,2,0,0,-11520
8905,50,21,10,15360,-11520,2,0,0,-11520
8906,50,22,10,15360,-11520,2,0,0,-11520
8907,50,23,10,15360,-11520,2,0,0,-11520
8908,50,24,10,15360,-11520,2,0,0,-11520
8909,50,25,10,15360,-11520,2,0,0,-11520
8910,50,26,10,15360,-11520,2,0,0,-11520
8911,50,27,10,15360,-11520,2,0,0,-11520
8912,50,28,10,15360,-11520,2,0,0,-11520
8913,50,29,10,15360,-11520,2,0,0,-11520
8914,50,30,10,15360,-11520,2,0,0,-11520
8915,50,31,10,15360,-11520,2,0,0,-11520
8916,50,32,10,16380,-12285,2,0,0,-12285
8917,50,33,10,16380,-12285,2,0,0,-12285
8918,50,34,10,16380,-12285,2,0,0,-12285
8919,51,10,10,16380,-12285,2,0,0,-12285
8920,51,11,10,16140,210506.0887,1,1.227,222611.0887,210506.0887
8921,51,12,10,16140,177903.2319,1,1.103,190008.2319,177903.2319
8922,51,13,10,16140,139066.696,1,0.956,151171.696,139066.696
8923,51,14,10,15360,-11520,2,0,0,-11520
8924,51,15,10,15360,-11520,2,0,0,-11520
8925,51,16,10,15360,-11520,2,0,0,-11520
8926,51,17,10,15360,-11520,2,0,0,-11520
8927,51,18,10,15360,-11520,2,0,0,-11520
8928,51,19,10,15360,-11520,2,0,0,-11520
8929,51,20,10,15360,-11520,2,0,0,-11520
8930,51,21,10,15360,-11520,2,0,0,-11520
8931,51,22,10,15360,-11520,2,0,0,-11520
8932,51,23,10,15360,-11520,2,0,0,-11520
8933,51,24,10,15360,-11520,2,0,0,-11520
8934,51,25,10,15360,-11520,2,0,0,-11520
8935,51,26,10,15360,-11520,2,0,0,-11520
8936,51,27,10,15360,-11520,2,0,0,-11520
8937,51,28,10,15360,-11520,2,0,0,-11520
8938,51,29,10,15360,-11520,2,0,0,-11520
8939,51,30,10,15360,-11520,2,0,0,-11520
8940,51,31,10,15360,-11520,2,0,0,-11520
8941,51,32,10,16380,-12285,2,0,0,-12285
8942,51,33,10,16380,-12285,2,0,0,-12285
8943,51,34,10,16380,-12285,2,0,0,-12285
8944,52,10,10,16380,-12285,2,0,0,-12285
8945,52,11,10,16140,198434.3065,1,1.173,210539.3065,198434.3065
8946,52,12,10,16140,168379.4706,1,1.057,180484.4706,168379.4706
8947,52,13,10,16140,132942.3024,1,0.922,145047.3024,132942.3024
8948,52,14,10,15360,-11520,2,0,0,-11520
8949,52,15,10,15360,-11520,2,0,0,-11520
